exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
15.0,45.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.4677,452.0,7.0,0,0,0,0,0,0,1,225.0
34.0,45.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.80239,453.0,1.0,1,0,0,0,0,0,0,1156.0
35.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.83411,453.0,2.0,0,1,0,0,0,0,0,1225.0
36.0,47.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,6.89366,453.0,3.0,0,0,1,0,0,0,0,1296.0
37.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,6.89366,453.0,4.0,0,0,0,1,0,0,0,1369.0
38.0,49.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,7.01392,453.0,5.0,0,0,0,0,1,0,0,1444.0
39.0,48.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,7.17012,453.0,6.0,0,0,0,0,0,1,0,1521.0
40.0,46.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.0,0.0,7.2998,453.0,7.0,0,0,0,0,0,0,1,1600.0
8.0,48.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.52356,454.0,1.0,1,0,0,0,0,0,0,64.0
9.0,52.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.55393,454.0,2.0,0,1,0,0,0,0,0,81.0
10.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.55393,454.0,3.0,0,0,1,0,0,0,0,100.0
11.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.78333,454.0,4.0,0,0,0,1,0,0,0,121.0
12.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,7.04752,454.0,5.0,0,0,0,0,1,0,0,144.0
13.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,7.02554,454.0,6.0,0,0,0,0,0,1,0,169.0
14.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,7.20786,454.0,7.0,0,0,0,0,0,0,1,196.0
24.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,6.10925,455.0,1.0,1,0,0,0,0,0,0,576.0
25.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.20456,455.0,2.0,0,1,0,0,0,0,0,625.0
26.0,49.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.19441,455.0,3.0,0,0,1,0,0,0,0,676.0
27.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.28227,455.0,4.0,0,0,0,1,0,0,0,729.0
28.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.35437,455.0,5.0,0,0,0,0,1,0,0,784.0
29.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.49979,455.0,6.0,0,0,0,0,0,1,0,841.0
30.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,6.5582,455.0,7.0,0,0,0,0,0,0,1,900.0
23.0,49.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.51471,456.0,1.0,1,0,0,0,0,0,0,529.0
24.0,48.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.59578,456.0,2.0,0,1,0,0,0,0,0,576.0
25.0,46.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.66568,456.0,3.0,0,0,1,0,0,0,0,625.0
26.0,48.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.59987,456.0,4.0,0,0,0,1,0,0,0,676.0
27.0,48.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.88755,456.0,5.0,0,0,0,0,1,0,0,729.0
28.0,48.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.95273,456.0,6.0,0,0,0,0,0,1,0,784.0
29.0,49.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,6.95655,456.0,7.0,0,0,0,0,0,0,1,841.0
34.0,52.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,5.93754,457.0,1.0,1,0,0,0,0,0,0,1156.0
35.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.0845,457.0,2.0,0,1,0,0,0,0,0,1225.0
36.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.06146,457.0,3.0,0,0,1,0,0,0,0,1296.0
37.0,51.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.21461,457.0,4.0,0,0,0,1,0,0,0,1369.0
38.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.21461,457.0,5.0,0,0,0,0,1,0,0,1444.0
39.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.30262,457.0,6.0,0,0,0,0,0,1,0,1521.0
40.0,50.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,6.39693,457.0,7.0,0,0,0,0,0,0,1,1600.0
12.0,41.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.51471,458.0,1.0,1,0,0,0,0,0,0,144.0
13.0,41.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.61338,458.0,2.0,0,1,0,0,0,0,0,169.0
14.0,43.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.71538,458.0,3.0,0,0,1,0,0,0,0,196.0
15.0,41.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.81892,458.0,4.0,0,0,0,1,0,0,0,225.0
16.0,42.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.95655,458.0,5.0,0,0,0,0,1,0,0,256.0
17.0,40.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,7.04752,458.0,6.0,0,0,0,0,0,1,0,289.0
18.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.85435,458.0,7.0,0,0,0,0,0,0,1,324.0
21.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.31716,459.0,1.0,1,0,0,0,0,0,0,441.0
22.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.6958,459.0,2.0,0,1,0,0,0,0,0,484.0
23.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.81564,459.0,3.0,0,0,1,0,0,0,0,529.0
24.0,46.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,6.87213,459.0,4.0,0,0,0,1,0,0,0,576.0
25.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,7.10661,459.0,5.0,0,0,0,0,1,0,0,625.0
26.0,47.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,7.09672,459.0,6.0,0,0,0,0,0,1,0,676.0
27.0,46.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,7.20042,459.0,7.0,0,0,0,0,0,0,1,729.0
7.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.49979,460.0,1.0,1,0,0,0,0,0,0,49.0
8.0,41.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.72743,460.0,2.0,0,1,0,0,0,0,0,64.0
9.0,44.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.71538,460.0,3.0,0,0,1,0,0,0,0,81.0
10.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,6.77878,460.0,4.0,0,0,0,1,0,0,0,100.0
11.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,6.91274,460.0,5.0,0,0,0,0,1,0,0,121.0
12.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.93245,460.0,6.0,0,0,0,0,0,1,0,144.0
13.0,43.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.40853,460.0,7.0,0,0,0,0,0,0,1,169.0
29.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.32794,461.0,1.0,1,0,0,0,0,0,0,841.0
30.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.44572,461.0,2.0,0,1,0,0,0,0,0,900.0
31.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.45362,461.0,3.0,0,0,1,0,0,0,0,961.0
32.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.50728,461.0,4.0,0,0,0,1,0,0,0,1024.0
33.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.69703,461.0,5.0,0,0,0,0,1,0,0,1089.0
34.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.81344,461.0,6.0,0,0,0,0,0,1,0,1156.0
35.0,49.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,6.85646,461.0,7.0,0,0,0,0,0,0,1,1225.0
36.0,39.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.16331,462.0,1.0,1,0,0,0,0,0,0,1296.0
37.0,44.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.39693,462.0,2.0,0,1,0,0,0,0,0,1369.0
38.0,25.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,5.95584,462.0,3.0,0,0,1,0,0,0,0,1444.0
39.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.07535,462.0,4.0,0,0,0,1,0,0,0,1521.0
40.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.2634,462.0,5.0,0,0,0,0,1,0,0,1600.0
41.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.33683,462.0,6.0,0,0,0,0,0,1,0,1681.0
42.0,37.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,6.42162,462.0,7.0,0,0,0,0,0,0,1,1764.0
13.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,6.67834,463.0,1.0,1,0,0,0,0,0,0,169.0
14.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,6.68461,463.0,2.0,0,1,0,0,0,0,0,196.0
15.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,6.85646,463.0,3.0,0,0,1,0,0,0,0,225.0
16.0,48.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,6.85646,463.0,4.0,0,0,0,1,0,0,0,256.0
17.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,6.90776,463.0,5.0,0,0,0,0,1,0,0,289.0
18.0,47.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,7.04752,463.0,6.0,0,0,0,0,0,1,0,324.0
19.0,45.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,7.27932,463.0,7.0,0,0,0,0,0,0,1,361.0
40.0,49.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,5.92693,464.0,1.0,1,0,0,0,0,0,0,1600.0
41.0,52.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,5.99146,464.0,2.0,0,1,0,0,0,0,0,1681.0
42.0,49.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,5.85793,464.0,3.0,0,0,1,0,0,0,0,1764.0
43.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.07993,464.0,4.0,0,0,0,1,0,0,0,1849.0
44.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.21461,464.0,5.0,0,0,0,0,1,0,0,1936.0
45.0,49.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.43775,464.0,6.0,0,0,0,0,0,1,0,2025.0
46.0,49.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.55536,464.0,7.0,0,0,0,0,0,0,1,2116.0
3.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.21461,465.0,1.0,1,0,0,0,0,0,0,9.0
4.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.38012,465.0,2.0,0,1,0,0,0,0,0,16.0
5.0,36.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.35437,465.0,3.0,0,0,1,0,0,0,0,25.0
6.0,39.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.47697,465.0,4.0,0,0,0,1,0,0,0,36.0
7.0,37.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.43775,465.0,5.0,0,0,0,0,1,0,0,49.0
8.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,6.52942,465.0,6.0,0,0,0,0,0,1,0,64.0
9.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,6.68461,465.0,7.0,0,0,0,0,0,0,1,81.0
28.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.24417,466.0,1.0,1,0,0,0,0,0,0,784.0
29.0,38.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.34564,466.0,2.0,0,1,0,0,0,0,0,841.0
30.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.42162,466.0,3.0,0,0,1,0,0,0,0,900.0
31.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.51471,466.0,4.0,0,0,0,1,0,0,0,961.0
32.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.58617,466.0,5.0,0,0,0,0,1,0,0,1024.0
33.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.68461,466.0,6.0,0,0,0,0,0,1,0,1089.0
34.0,30.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.7511,466.0,7.0,0,0,0,0,0,0,1,1156.0
24.0,46.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.23441,467.0,1.0,1,0,0,0,0,0,0,576.0
25.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.31897,467.0,2.0,0,1,0,0,0,0,0,625.0
26.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.42162,467.0,3.0,0,0,1,0,0,0,0,676.0
27.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.49375,467.0,4.0,0,0,0,1,0,0,0,729.0
28.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.55108,467.0,5.0,0,0,0,0,1,0,0,784.0
29.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.00307,467.0,6.0,0,0,0,0,0,1,0,841.0
30.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.81014,467.0,7.0,0,0,0,0,0,0,1,900.0
40.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.90575,468.0,1.0,1,0,0,0,0,0,0,1600.0
41.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,6.90575,468.0,2.0,0,1,0,0,0,0,0,1681.0
42.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.31322,468.0,3.0,0,0,1,0,0,0,0,1764.0
43.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.31322,468.0,4.0,0,0,0,1,0,0,0,1849.0
44.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.31322,468.0,5.0,0,0,0,0,1,0,0,1936.0
45.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.37776,468.0,6.0,0,0,0,0,0,1,0,2025.0
46.0,50.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,17.0,0.0,7.37776,468.0,7.0,0,0,0,0,0,0,1,2116.0
44.0,40.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.39363,469.0,1.0,1,0,0,0,0,0,0,1936.0
45.0,35.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.43808,469.0,2.0,0,1,0,0,0,0,0,2025.0
46.0,39.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,4.60517,469.0,3.0,0,0,1,0,0,0,0,2116.0
47.0,40.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.0814,469.0,4.0,0,0,0,1,0,0,0,2209.0
48.0,39.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.273,469.0,5.0,0,0,0,0,1,0,0,2304.0
49.0,38.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.81413,469.0,6.0,0,0,0,0,0,1,0,2401.0
50.0,37.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,9.0,1.0,5.74939,469.0,7.0,0,0,0,0,0,0,1,2500.0
10.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.52942,470.0,1.0,1,0,0,0,0,0,0,100.0
11.0,50.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.62007,470.0,2.0,0,1,0,0,0,0,0,121.0
12.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,6.4599,470.0,3.0,0,0,1,0,0,0,0,144.0
13.0,52.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,7.00307,470.0,4.0,0,0,0,1,0,0,0,169.0
14.0,51.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,7.20786,470.0,5.0,0,0,0,0,1,0,0,196.0
15.0,50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.46737,470.0,6.0,0,0,0,0,0,1,0,225.0
16.0,51.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,7.14913,470.0,7.0,0,0,0,0,0,0,1,256.0
29.0,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.65286,471.0,1.0,1,0,0,0,0,0,0,841.0
30.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.73102,471.0,2.0,0,1,0,0,0,0,0,900.0
31.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.82979,471.0,3.0,0,0,1,0,0,0,0,961.0
32.0,46.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.93245,471.0,4.0,0,0,0,1,0,0,0,1024.0
33.0,48.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.02554,471.0,5.0,0,0,0,0,1,0,0,1089.0
34.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.1309,471.0,6.0,0,0,0,0,0,1,0,1156.0
35.0,44.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,7.20786,471.0,7.0,0,0,0,0,0,0,1,1225.0
4.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,5.57973,472.0,1.0,1,0,0,0,0,0,0,16.0
5.0,42.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,5.73334,472.0,2.0,0,1,0,0,0,0,0,25.0
6.0,49.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,5.76832,472.0,3.0,0,0,1,0,0,0,0,36.0
7.0,49.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,5.86647,472.0,4.0,0,0,0,1,0,0,0,49.0
8.0,44.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,6.06611,472.0,5.0,0,0,0,0,1,0,0,64.0
9.0,47.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,6.23441,472.0,6.0,0,0,0,0,0,1,0,81.0
10.0,48.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,0.0,6.38688,472.0,7.0,0,0,0,0,0,0,1,100.0
5.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.42162,473.0,1.0,1,0,0,0,0,0,0,25.0
6.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.37502,473.0,2.0,0,1,0,0,0,0,0,36.0
7.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.58617,473.0,3.0,0,0,1,0,0,0,0,49.0
8.0,47.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.76273,473.0,4.0,0,0,0,1,0,0,0,64.0
9.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.74876,473.0,5.0,0,0,0,0,1,0,0,81.0
10.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.80239,473.0,6.0,0,0,0,0,0,1,0,100.0
11.0,46.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,0.0,6.93925,473.0,7.0,0,0,0,0,0,0,1,121.0
12.0,52.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.71538,474.0,1.0,1,0,0,0,0,0,0,144.0
13.0,50.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.74524,474.0,2.0,0,1,0,0,0,0,0,169.0
14.0,52.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.88244,474.0,3.0,0,0,1,0,0,0,0,196.0
15.0,51.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,6.98008,474.0,4.0,0,0,0,1,0,0,0,225.0
16.0,50.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,7.24423,474.0,5.0,0,0,0,0,1,0,0,256.0
17.0,51.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,7.43838,474.0,6.0,0,0,0,0,0,1,0,289.0
18.0,52.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,17.0,0.0,7.17702,474.0,7.0,0,0,0,0,0,0,1,324.0
17.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.81344,475.0,1.0,1,0,0,0,0,0,0,289.0
18.0,51.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,6.88244,475.0,2.0,0,1,0,0,0,0,0,324.0
19.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.00307,475.0,3.0,0,0,1,0,0,0,0,361.0
20.0,49.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.17012,475.0,4.0,0,0,0,1,0,0,0,400.0
21.0,50.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.17778,475.0,5.0,0,0,0,0,1,0,0,441.0
22.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.24423,475.0,6.0,0,0,0,0,0,1,0,484.0
23.0,48.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,12.0,0.0,7.39326,475.0,7.0,0,0,0,0,0,0,1,529.0
26.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,5.8693,476.0,1.0,1,0,0,0,0,0,0,676.0
27.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,5.85793,476.0,2.0,0,1,0,0,0,0,0,729.0
28.0,38.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,10.0,0.0,5.87774,476.0,3.0,0,0,1,0,0,0,0,784.0
29.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,5.85793,476.0,4.0,0,0,0,1,0,0,0,841.0
30.0,43.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,6.58617,476.0,5.0,0,0,0,0,1,0,0,900.0
31.0,52.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,6.35437,476.0,6.0,0,0,0,0,0,1,0,961.0
32.0,52.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,6.58617,476.0,7.0,0,0,0,0,0,0,1,1024.0
10.0,47.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.2804,477.0,1.0,1,0,0,0,0,0,0,100.0
11.0,26.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.44572,477.0,2.0,0,1,0,0,0,0,0,121.0
12.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.48004,477.0,3.0,0,0,1,0,0,0,0,144.0
13.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.77422,477.0,4.0,0,0,0,1,0,0,0,169.0
14.0,48.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.83195,477.0,5.0,0,0,0,0,1,0,0,196.0
15.0,46.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,6.90776,477.0,6.0,0,0,0,0,0,1,0,225.0
16.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,12.0,0.0,7.00307,477.0,7.0,0,0,0,0,0,0,1,256.0
3.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.25383,478.0,1.0,1,0,0,0,0,0,0,9.0
4.0,49.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.46147,478.0,2.0,0,1,0,0,0,0,0,16.0
5.0,48.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.53669,478.0,3.0,0,0,1,0,0,0,0,25.0
6.0,47.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.62007,478.0,4.0,0,0,0,1,0,0,0,36.0
7.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.63595,478.0,5.0,0,0,0,0,1,0,0,49.0
8.0,49.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,16.0,0.0,6.7511,478.0,6.0,0,0,0,0,0,1,0,64.0
9.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,16.0,0.0,6.85646,478.0,7.0,0,0,0,0,0,0,1,81.0
21.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,12.0,0.0,6.90575,479.0,1.0,1,0,0,0,0,0,0,441.0
